id,source,probA,probB,probC,probD,probE,answer,time,error,sources,ids,similarity,confident,add_ids
635,MEDQA,0.127066969871521,0.16315722465515137,0.5694746375083923,0.08733176440000534,0.052969396114349365,2,0.41109228134155273,False,"['STAT', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519162754650, 468502519163889426, 468502519162412554, 468502519163188285, 468502519163881669]","[0.7601122856140137, 0.7579030990600586, 0.770240843296051, 0.7750664949417114, 0.7748018503189087]",1,"[-1, -1, -1, -1, -1]"
636,MEDQA,0.09137926250696182,0.009631304070353508,0.017993643879890442,0.01401346456259489,0.8669823408126831,0,0.3456461429595947,False,"['TEXT', 'STAT', 'PBMD', 'PBMD', 'STAT']","[468502519162307754, 468502519162874004, 468502519163506127, 468502519163302528, 468502519162460028]","[0.7540091276168823, 0.7622765898704529, 0.7528464198112488, 0.7676657438278198, 0.7561129927635193]",1,"[-1, -1, -1, -1, -1]"
637,MEDQA,0.27133890986442566,0.16457536816596985,0.1281714290380478,0.27133890986442566,0.16457536816596985,0,1.1855120658874512,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163396193, 468502519163396191, 468502519163974123, 468502519163455483, 468502519163234603]","[0.7487649917602539, 0.7507885098457336, 0.7519908547401428, 0.7577365636825562, 0.7627226114273071]",5,"[468502519163623462, 468502519162448692, 468502519163684395, 468502519162385927, 468502519162403843, 468502519162401885, 468502519162448663, 468502519163728821, 468502519162716707, 468502519163676211, 468502519162401830, 468502519162401895, 468502519162401821, 468502519162401914, 468502519163676211, 468502519162401908, 468502519162402131, 468502519163973933, 468502519162357304, 468502519163817192, 468502519162401900, 468502519162401885, 468502519162448660, 468502519163676209, 468502519162448696]"
638,MEDQA,0.3294011652469635,0.027038894593715668,0.42295947670936584,0.08328565955162048,0.1373148411512375,0,1.182318925857544,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519162395394, 468502519163417625, 468502519163527002, 468502519163307874, 468502519162484985]","[0.8447033166885376, 0.7723090648651123, 0.7747730612754822, 0.7879600524902344, 0.7673041820526123]",3,"[468502519163729468, 468502519163419779, 468502519163307874, 468502519163684730, 468502519163703226, 468502519163330393, 468502519163404021, 468502519163355295, 468502519163048374, 468502519163322466, 468502519162912243, 468502519162999363, 468502519163331216, 468502519163404021, 468502519163102874]"
639,MEDQA,0.17164906859397888,0.06314615905284882,0.4665905237197876,0.10411041975021362,0.19450385868549347,0,1.6119921207427979,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163135677, 468502519163002600, 468502519163061065, 468502519163188320, 468502519163050374]","[0.7768586277961731, 0.7767201066017151, 0.7898401618003845, 0.7897858619689941, 0.7915570735931396]",5,"[468502519162468500, 468502519163875039, 468502519162468503, 468502519163012588, 468502519163117038, 468502519163875039, 468502519162297480, 468502519162999814, 468502519163117038, 468502519163110271, 468502519162998899, 468502519163875039, 468502519163117038, 468502519163012588, 468502519163004196, 468502519163875039, 468502519163117038, 468502519162297376, 468502519162297378, 468502519163012588, 468502519163875039, 468502519162468500, 468502519163012588, 468502519162297376, 468502519162297378]"
640,MEDQA,0.02499956637620926,0.005578157491981983,0.006320880260318518,0.02499956637620926,0.9381018280982971,4,0.4958014488220215,False,"['PBMD', 'STAT', 'TEXT', 'PBMD', 'STAT']","[468502519163543816, 468502519162760542, 468502519162357597, 468502519163764121, 468502519162944855]","[0.8081851005554199, 0.769034206867218, 0.7821975350379944, 0.7663416266441345, 0.7620194554328918]",1,"[-1, -1, -1, -1, -1]"
641,MEDQA,0.7082364559173584,0.04527604207396507,0.03995596617460251,0.027461307123303413,0.17907021939754486,0,1.4176051616668701,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163677526, 468502519163317457, 468502519163453189, 468502519163888757, 468502519163756935]","[0.7907864451408386, 0.8169050812721252, 0.7933446168899536, 0.8012245893478394, 0.7981218099594116]",3,"[468502519163867846, 468502519163662418, 468502519163955699, 468502519163715733, 468502519163533065, 468502519163867846, 468502519162936385, 468502519163955699, 468502519163728899, 468502519163962378, 468502519163867846, 468502519162936385, 468502519163533065, 468502519163955699, 468502519162755164]"
642,MEDQA,0.04925806075334549,0.8731200098991394,0.02326785959303379,0.015991751104593277,0.03836221620440483,1,0.4541494846343994,False,"['PBMD', 'PBMD', 'STAT', 'PBMD', 'STAT']","[468502519163473208, 468502519163683661, 468502519162915263, 468502519163434422, 468502519162915277]","[0.7841848134994507, 0.7824094891548157, 0.7778066992759705, 0.7886008024215698, 0.7925717830657959]",1,"[-1, -1, -1, -1, -1]"
643,MEDQA,0.14590559899806976,0.03255594149231911,0.0608225017786026,0.019746175035834312,0.7409697771072388,4,0.5701148509979248,False,"['STAT', 'STAT', 'PBMD', 'PBMD', 'PBMD']","[468502519162823792, 468502519162985495, 468502519163988989, 468502519163213433, 468502519163980247]","[0.7574854493141174, 0.7580559849739075, 0.7545264363288879, 0.7543643712997437, 0.7679085731506348]",1,"[-1, -1, -1, -1, -1]"
644,MEDQA,0.2968926727771759,0.06624571233987808,0.09638694673776627,0.2040511667728424,0.33642348647117615,1,1.502737045288086,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163011801, 468502519162999838, 468502519163000318, 468502519163880825, 468502519163008022]","[0.791052520275116, 0.7884765863418579, 0.7868088483810425, 0.7937172651290894, 0.7960582971572876]",4,"[468502519163580311, 468502519162400131, 468502519163363295, 468502519162400133, 468502519163574180, 468502519163580311, 468502519163008216, 468502519163575838, 468502519163846267, 468502519163794866, 468502519163570491, 468502519162396667, 468502519163687327, 468502519162400135, 468502519163846267, 468502519163826787, 468502519162400133, 468502519163866540, 468502519162749164, 468502519163575838]"
645,MEDQA,0.021563736721873283,0.1805509626865387,0.23183201253414154,0.0752648338675499,0.49078837037086487,1,0.7701518535614014,False,"['STAT', 'STAT', 'TEXT', 'TEXT', 'PBMD']","[468502519162700452, 468502519162759546, 468502519162416554, 468502519162416600, 468502519163250103]","[0.786949872970581, 0.7846997380256653, 0.8126598000526428, 0.7843035459518433, 0.7848178744316101]",2,"[468502519163648390, 468502519163557997, 468502519162801735, 468502519163190221, 468502519163787498, 468502519163557997, 468502519163652562, 468502519163161728, 468502519163190221, 468502519162801735]"
646,MEDQA,0.02521909959614277,0.9463397264480591,0.015296156518161297,0.003867474151775241,0.00927758775651455,1,0.546137809753418,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163101131, 468502519163628765, 468502519163817397, 468502519163543406, 468502519163862327]","[0.7784793376922607, 0.7737451195716858, 0.8078746199607849, 0.7752648591995239, 0.7740628123283386]",1,"[-1, -1, -1, -1, -1]"
647,MEDQA,0.22803997993469238,0.050882596522569656,0.42603474855422974,0.13831323385238647,0.15672942996025085,2,0.986361026763916,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163376563, 468502519163164647, 468502519163579890, 468502519163511939, 468502519163469689]","[0.798198401927948, 0.783703088760376, 0.7861843109130859, 0.7944735288619995, 0.7823319435119629]",2,"[468502519163937113, 468502519163376563, 468502519162891286, 468502519163579890, 468502519163124265, 468502519163362855, 468502519163443200, 468502519163017544, 468502519163937113, 468502519163466102]"
648,MEDQA,0.9978039860725403,0.00026068484294228256,0.0001395345461787656,9.590059198671952e-05,0.0016998787177726626,0,0.37803196907043457,False,"['STAT', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519162965335, 468502519163952524, 468502519163578145, 468502519162365807, 468502519163962821]","[0.7829790115356445, 0.7783138751983643, 0.7959230542182922, 0.7817770838737488, 0.786178708076477]",1,"[-1, -1, -1, -1, -1]"
649,MEDQA,0.24115678668022156,0.18781308829784393,0.08871662616729736,0.24115678668022156,0.24115678668022156,1,1.6640725135803223,False,"['PBMD', 'TEXT', 'PBMD', 'TEXT', 'PBMD']","[468502519163718770, 468502519162310411, 468502519163293493, 468502519162387125, 468502519163244215]","[0.7761339545249939, 0.767423152923584, 0.7662129998207092, 0.7672560214996338, 0.7728416323661804]",5,"[468502519163153299, 468502519163062814, 468502519163376552, 468502519163482387, 468502519163312031, 468502519162960462, 468502519162852083, 468502519163982141, 468502519162313557, 468502519163965314, 468502519163709124, 468502519163540335, 468502519163861337, 468502519163632677, 468502519163414777, 468502519163965314, 468502519162960462, 468502519162852083, 468502519162313557, 468502519162980663, 468502519163360157, 468502519163106941, 468502519163988973, 468502519162793457, 468502519163646297]"
650,MEDQA,0.05674831196665764,0.020876538008451462,0.8876929879188538,0.018423479050397873,0.016258664429187775,2,0.5159769058227539,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519163607230, 468502519163170992, 468502519162326798, 468502519163902732, 468502519163376201]","[0.7826881408691406, 0.7892099618911743, 0.7887498140335083, 0.785140335559845, 0.7869625091552734]",1,"[-1, -1, -1, -1, -1]"
651,MEDQA,0.02438266947865486,0.9149529337882996,0.011517558246850967,0.02151763066649437,0.02762918546795845,3,0.6009950637817383,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163252955, 468502519163924156, 468502519163751404, 468502519163646062, 468502519163869466]","[0.7960429191589355, 0.7958352565765381, 0.7928112745285034, 0.7902555465698242, 0.8249821662902832]",1,"[-1, -1, -1, -1, -1]"
652,MEDQA,0.01962905563414097,0.01962905563414097,0.21103224158287048,0.6500250697135925,0.09968457370996475,3,0.5201683044433594,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163135215, 468502519163928235, 468502519163923294, 468502519163348714, 468502519163191316]","[0.7775635719299316, 0.7779058218002319, 0.7898969650268555, 0.7768612504005432, 0.7809966206550598]",1,"[-1, -1, -1, -1, -1]"
653,MEDQA,0.452770859003067,0.08915586769580841,0.21387380361557007,0.11447840183973312,0.1297210305929184,0,1.117480754852295,False,"['STAT', 'STAT', 'STAT', 'STAT', 'TEXT']","[468502519162974407, 468502519162912490, 468502519162894875, 468502519162450757, 468502519162414972]","[0.8018980622291565, 0.7871370315551758, 0.8194465637207031, 0.7915201187133789, 0.7951198220252991]",4,"[468502519162438426, 468502519163853534, 468502519163180782, 468502519162462291, 468502519162697351, 468502519162438427, 468502519162894875, 468502519162385350, 468502519162450757, 468502519162438428, 468502519162960446, 468502519162835376, 468502519162349899, 468502519162835335, 468502519163954933, 468502519162732978, 468502519162732989, 468502519162432006, 468502519162732986, 468502519162383751]"
654,MEDQA,0.23998209834098816,0.1649371236562729,0.10003942251205444,0.18689824640750885,0.30814310908317566,1,1.876889705657959,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'TEXT']","[468502519163241545, 468502519163048866, 468502519162387125, 468502519163615700, 468502519162313380]","[0.7910633087158203, 0.792370617389679, 0.7921242117881775, 0.7897581458091736, 0.7967209219932556]",5,"[468502519163322014, 468502519162801610, 468502519163496391, 468502519162888335, 468502519163939636, 468502519162389218, 468502519162827587, 468502519162960462, 468502519162313557, 468502519162852083, 468502519163317551, 468502519163284399, 468502519163075721, 468502519163411273, 468502519163449427, 468502519162848922, 468502519163513345, 468502519162445523, 468502519163380318, 468502519163380070, 468502519162430644, 468502519163048864, 468502519162430648, 468502519162742590, 468502519162313426]"
655,MEDQA,0.22505007684230804,0.3710448443889618,0.3710448443889618,0.014386969618499279,0.01847323402762413,1,1.5827207565307617,False,"['STAT', 'STAT', 'TEXT', 'STAT', 'STAT']","[468502519162923209, 468502519162758156, 468502519162415482, 468502519162923219, 468502519162989963]","[0.7699764370918274, 0.7452136278152466, 0.7661896347999573, 0.7450846433639526, 0.761512815952301]",5,"[468502519162910502, 468502519163823979, 468502519162856811, 468502519162415432, 468502519162416855, 468502519162910502, 468502519163823979, 468502519162856811, 468502519163097777, 468502519162415432, 468502519162910502, 468502519163823979, 468502519162856811, 468502519163097777, 468502519163010585, 468502519162910502, 468502519163823979, 468502519162856811, 468502519162415432, 468502519162416855, 468502519162910502, 468502519163823979, 468502519162856811, 468502519163097777, 468502519162415432]"
656,MEDQA,0.004571530036628246,0.0009001876460388303,0.0007010668632574379,0.9871756434440613,0.006651537027209997,3,0.39781904220581055,False,"['TEXT', 'STAT', 'STAT', 'TEXT', 'PBMD']","[468502519162413120, 468502519162431046, 468502519162431048, 468502519162413132, 468502519163377551]","[0.79294753074646, 0.785704493522644, 0.8001236915588379, 0.7954515218734741, 0.796889066696167]",1,"[-1, -1, -1, -1, -1]"
657,MEDQA,0.29810458421707153,0.10966654866933823,0.12426847964525223,0.2048840969800949,0.2630763649940491,3,1.7914304733276367,False,"['PBMD', 'PBMD', 'TEXT', 'TEXT', 'PBMD']","[468502519163956987, 468502519163193564, 468502519162390753, 468502519162391176, 468502519163184570]","[0.7861800193786621, 0.7905645370483398, 0.7896963357925415, 0.7890787720680237, 0.7947932481765747]",5,"[468502519162740202, 468502519162364596, 468502519162985119, 468502519162492184, 468502519162985118, 468502519162739648, 468502519162334832, 468502519162355507, 468502519162783321, 468502519162985117, 468502519163952518, 468502519163776012, 468502519163733448, 468502519163733465, 468502519162842494, 468502519163620140, 468502519163957922, 468502519163906226, 468502519162842416, 468502519162364587, 468502519163620140, 468502519163906226, 468502519162364587, 468502519162842416, 468502519162720374]"
658,MEDQA,0.4060380160808563,0.03776742145419121,0.04849432781338692,0.35832729935646057,0.14937303960323334,3,1.109236240386963,False,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[468502519162409455, 468502519162315461, 468502519162316066, 468502519162315716, 468502519162409476]","[0.7979076504707336, 0.8100900650024414, 0.8268101215362549, 0.8050869703292847, 0.8179047703742981]",4,"[468502519162316066, 468502519162819300, 468502519162409455, 468502519162409476, 468502519162315461, 468502519162409476, 468502519162409455, 468502519162819300, 468502519162331466, 468502519162316066, 468502519162409455, 468502519162316066, 468502519162409476, 468502519162819300, 468502519162331466, 468502519163656310, 468502519162330390, 468502519162316066, 468502519162316174, 468502519162819285]"
659,MEDQA,0.14950372278690338,0.04283352941274643,0.5218192338943481,0.11643361300230026,0.16940990090370178,3,1.2042105197906494,False,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519163849863, 468502519163471507, 468502519163849864, 468502519162383940, 468502519163871973]","[0.7998915910720825, 0.7992838025093079, 0.8027243614196777, 0.7957760691642761, 0.7919694185256958]",2,"[468502519163864762, 468502519163704771, 468502519163280240, 468502519162410237, 468502519162483464, 468502519163161620, 468502519163096856, 468502519162410242, 468502519163203583, 468502519162410237]"
660,MEDQA,0.9735973477363586,0.005789221730083227,0.006560047157108784,0.009544812142848969,0.004508649930357933,0,0.7772316932678223,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519163883721, 468502519163923242, 468502519162362240, 468502519163521428, 468502519163768304]","[0.7648749351501465, 0.7695446610450745, 0.7787425518035889, 0.7845799326896667, 0.7591642737388611]",2,"[468502519162448552, 468502519162423540, 468502519162385926, 468502519162385932, 468502519162448551, 468502519162810706, 468502519162423540, 468502519162402738, 468502519162309889, 468502519162402722]"
661,MEDQA,0.3492690324783325,0.14559699594974518,0.3492690324783325,0.0779324546456337,0.0779324546456337,0,1.6316189765930176,False,"['PBMD', 'PBMD', 'PBMD', 'STAT', 'PBMD']","[468502519163778788, 468502519163785207, 468502519163187549, 468502519162970057, 468502519163955443]","[0.7838990688323975, 0.783987283706665, 0.7891191840171814, 0.7930657267570496, 0.7819517850875854]",5,"[468502519162388718, 468502519162948561, 468502519163475368, 468502519163064874, 468502519162833474, 468502519162795666, 468502519163861969, 468502519163185875, 468502519162935177, 468502519163476942, 468502519162803946, 468502519162388718, 468502519162774315, 468502519163475368, 468502519162328381, 468502519163331351, 468502519163049089, 468502519163405890, 468502519163170993, 468502519163983368, 468502519163506129, 468502519163264355, 468502519163345179, 468502519162410757, 468502519162484622]"
662,MEDQA,0.0326131209731102,0.04187607765197754,0.03695550933480263,0.04745181277394295,0.8411034941673279,4,0.6291849613189697,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519163875774, 468502519163618981, 468502519162394786, 468502519163867513, 468502519163992481]","[0.7788039445877075, 0.7745188474655151, 0.8065414428710938, 0.7790460586547852, 0.7756258249282837]",1,"[-1, -1, -1, -1, -1]"
663,MEDQA,0.047757118940353394,0.06948620080947876,0.02255886420607567,0.013682642951607704,0.8465151786804199,4,0.49254846572875977,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163246680, 468502519163611324, 468502519163700543, 468502519163981879, 468502519163845361]","[0.8009538054466248, 0.7972776889801025, 0.7893726825714111, 0.7931275367736816, 0.793269693851471]",1,"[-1, -1, -1, -1, -1]"
664,MEDQA,0.14684954285621643,0.05402292311191559,0.08906874805688858,0.3991784155368805,0.3108804523944855,3,0.7665841579437256,False,"['STAT', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519162733882, 468502519162387016, 468502519163451719, 468502519163780001, 468502519163115309]","[0.775463342666626, 0.784691333770752, 0.7823342084884644, 0.7757632732391357, 0.7971115708351135]",2,"[468502519162826356, 468502519162806562, 468502519163779612, 468502519163441477, 468502519163124624, 468502519162388852, 468502519162826356, 468502519162490834, 468502519162806564, 468502519162307231]"
665,MEDQA,0.17289084196090698,0.038577161729335785,0.09254179894924164,0.09254179894924164,0.6034483313560486,2,0.35337209701538086,False,"['TEXT', 'STAT', 'PBMD', 'STAT', 'STAT']","[468502519162356750, 468502519162919253, 468502519163782891, 468502519162899075, 468502519162877036]","[0.7829580307006836, 0.7762035131454468, 0.7939781546592712, 0.7656967043876648, 0.7668694257736206]",1,"[-1, -1, -1, -1, -1]"
666,MEDQA,0.7357770204544067,0.11283506453037262,0.04150969907641411,0.07755032181739807,0.03232778608798981,0,0.37502360343933105,False,"['TEXT', 'TEXT', 'STAT', 'PBMD', 'PBMD']","[468502519162308018, 468502519162294895, 468502519162816688, 468502519163611370, 468502519163528630]","[0.7897072434425354, 0.8099772334098816, 0.8022918701171875, 0.8142561912536621, 0.7886307239532471]",1,"[-1, -1, -1, -1, -1]"
667,MEDQA,0.9328935742378235,0.013307011686265469,0.013307011686265469,0.004320154432207346,0.036172207444906235,0,0.3567945957183838,False,"['TEXT', 'PBMD', 'TEXT', 'PBMD', 'TEXT']","[468502519162407216, 468502519163962423, 468502519162418802, 468502519163821630, 468502519162357751]","[0.8220144510269165, 0.7829359173774719, 0.7770106792449951, 0.7797180414199829, 0.7734794616699219]",1,"[-1, -1, -1, -1, -1]"
668,MEDQA,0.09099262952804565,0.03793137148022652,0.0487048476934433,0.1500214785337448,0.6723496317863464,1,0.3691391944885254,False,"['STAT', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519162766500, 468502519163862636, 468502519162471517, 468502519163883950, 468502519163392449]","[0.7822041511535645, 0.7580925822257996, 0.76127028465271, 0.7555524110794067, 0.7811156511306763]",1,"[-1, -1, -1, -1, -1]"
669,MEDQA,0.3205411732196808,0.3632207214832306,0.24963770806789398,0.023219922557473183,0.043380528688430786,1,1.012113094329834,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162347859, 468502519163038544, 468502519163960618, 468502519163345168, 468502519163003787]","[0.7816796898841858, 0.7994335293769836, 0.7821046710014343, 0.7843561768531799, 0.7848033308982849]",3,"[468502519163746158, 468502519162840088, 468502519162840096, 468502519162347852, 468502519163783125, 468502519162979283, 468502519162979311, 468502519163244039, 468502519162979301, 468502519163949277, 468502519162457982, 468502519162827362, 468502519162457998, 468502519163644426, 468502519163721022]"
670,MEDQA,0.3130185902118683,0.015584277920424938,0.02569412998855114,0.4019238352775574,0.24377913773059845,4,1.103743314743042,False,"['PBMD', 'PBMD', 'TEXT', 'STAT', 'PBMD']","[468502519163016025, 468502519163307874, 468502519162395421, 468502519162887792, 468502519163118556]","[0.802483320236206, 0.8039199709892273, 0.7861887812614441, 0.7857807874679565, 0.7888143062591553]",3,"[468502519163307874, 468502519163016025, 468502519162887792, 468502519163820287, 468502519163114626, 468502519163770775, 468502519163048274, 468502519163688604, 468502519163114046, 468502519163702974, 468502519163820287, 468502519163819613, 468502519163016025, 468502519163900733, 468502519163307874]"
671,MEDQA,0.0004863471840508282,0.9964185953140259,0.0021796568762511015,0.0004863471840508282,0.000429199862992391,1,0.30260491371154785,False,"['STAT', 'STAT', 'TEXT', 'STAT', 'STAT']","[468502519162951280, 468502519162951273, 468502519162357821, 468502519162951288, 468502519162461668]","[0.7555660009384155, 0.7630214691162109, 0.7619535326957703, 0.7902769446372986, 0.7591840624809265]",1,"[-1, -1, -1, -1, -1]"
672,MEDQA,0.40016794204711914,0.45344969630241394,0.04779324308037758,0.06136774271726608,0.03722141683101654,1,1.5830597877502441,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163632659, 468502519163611084, 468502519163477657, 468502519163862729, 468502519162320084]","[0.775173544883728, 0.7742182016372681, 0.7834742665290833, 0.7728846669197083, 0.7852053642272949]",5,"[468502519162445484, 468502519162420930, 468502519162805173, 468502519162308605, 468502519162420189, 468502519162314274, 468502519162320116, 468502519162320130, 468502519162308890, 468502519162422215, 468502519162314274, 468502519162320084, 468502519162401445, 468502519162320116, 468502519162430622, 468502519162956611, 468502519162866819, 468502519162314274, 468502519162320116, 468502519162308890, 468502519162314274, 468502519163482104, 468502519163991064, 468502519162320130, 468502519162401445]"
673,MEDQA,0.25388962030410767,0.030322792008519173,0.32600072026252747,0.13589730858802795,0.25388962030410767,4,1.3991029262542725,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163363280, 468502519163195060, 468502519163032394, 468502519163466211, 468502519163322999]","[0.7776944637298584, 0.7730229496955872, 0.7777163982391357, 0.7733187675476074, 0.7717102766036987]",3,"[468502519163761294, 468502519163156938, 468502519163002984, 468502519163703493, 468502519163902947, 468502519163975601, 468502519163658709, 468502519163535954, 468502519162878136, 468502519163530299, 468502519162468495, 468502519162382521, 468502519162714593, 468502519163190620, 468502519162714579]"
674,MEDQA,0.10498321801424026,0.87901371717453,0.0024689685087651014,0.011065149679780006,0.0024689685087651014,1,0.6043655872344971,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163551675, 468502519163932075, 468502519163547671, 468502519163375246, 468502519163339559]","[0.7680036425590515, 0.7647326588630676, 0.7686712741851807, 0.7710960507392883, 0.7669317722320557]",1,"[-1, -1, -1, -1, -1]"
675,MEDQA,0.01828274317085743,0.0010314417304471135,0.19655799865722656,0.7774019837379456,0.00672584492713213,2,0.9261484146118164,False,"['PBMD', 'PBMD', 'PBMD', 'STAT', 'PBMD']","[468502519163875774, 468502519163451578, 468502519163910794, 468502519162751088, 468502519163575330]","[0.826256513595581, 0.8287384510040283, 0.8427286148071289, 0.8339377641677856, 0.8337549567222595]",2,"[468502519162844669, 468502519162814920, 468502519163758635, 468502519162751088, 468502519162824387, 468502519163654866, 468502519162888937, 468502519162844665, 468502519162814914, 468502519163753865]"
676,MEDQA,0.26325589418411255,0.09684643894433975,0.09684643894433975,0.2050238996744156,0.3380272686481476,1,1.8344194889068604,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163634227, 468502519163756241, 468502519163035616, 468502519163556475, 468502519163194257]","[0.7793715000152588, 0.7795079350471497, 0.7899377346038818, 0.7833622097969055, 0.7800868153572083]",5,"[468502519163692957, 468502519163761549, 468502519162457840, 468502519163676559, 468502519163702950, 468502519163686751, 468502519163796076, 468502519163555213, 468502519163567194, 468502519163710442, 468502519163806392, 468502519163794378, 468502519162902903, 468502519162405973, 468502519163922598, 468502519163806095, 468502519163751240, 468502519163991276, 468502519163626698, 468502519163531541, 468502519163650187, 468502519163809527, 468502519163794426, 468502519163952469, 468502519163892515]"
677,MEDQA,0.004584724083542824,0.0019111975561827421,0.0013135455083101988,0.00216567050665617,0.9900248050689697,0,0.3395256996154785,False,"['TEXT', 'STAT', 'PBMD', 'PBMD', 'STAT']","[468502519162388493, 468502519162481240, 468502519163944311, 468502519163973230, 468502519162775297]","[0.7817032337188721, 0.7643575668334961, 0.7701370716094971, 0.7578656077384949, 0.753398060798645]",1,"[-1, -1, -1, -1, -1]"
678,MEDQA,0.4869418144226074,0.13951116800308228,0.20298753678798676,0.0958845317363739,0.07467494904994965,1,1.0897142887115479,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163681116, 468502519163760807, 468502519163946243, 468502519163163771, 468502519163777099]","[0.8107857704162598, 0.8117278218269348, 0.8049923181533813, 0.8195263147354126, 0.8093771934509277]",2,"[468502519163777099, 468502519163773528, 468502519162311847, 468502519163317810, 468502519163681116, 468502519163859633, 468502519163772517, 468502519163681116, 468502519163760807, 468502519163134827]"
679,MEDQA,0.2502289116382599,0.049272987991571426,0.08123742789030075,0.15177150070667267,0.4674891233444214,2,1.6289036273956299,False,"['TEXT', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519162416486, 468502519163981143, 468502519162416485, 468502519163245113, 468502519163826267]","[0.8013724684715271, 0.8080060482025146, 0.7992000579833984, 0.7982694506645203, 0.8074365854263306]",5,"[468502519163870031, 468502519163132075, 468502519163033438, 468502519163586477, 468502519163243650, 468502519163034891, 468502519163014734, 468502519162932522, 468502519163033702, 468502519162967754, 468502519163670011, 468502519163782203, 468502519163069256, 468502519163981143, 468502519163526030, 468502519162932501, 468502519162929216, 468502519163477973, 468502519162296772, 468502519163407963, 468502519162701872, 468502519163411593, 468502519163245247, 468502519162384278, 468502519163700520]"
680,MEDQA,0.01720677874982357,0.019497834146022797,0.013400651514530182,0.010436438024044037,0.9394582509994507,4,0.5517628192901611,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163991768, 468502519163796315, 468502519163595448, 468502519163525790, 468502519163813741]","[0.8207316994667053, 0.7995846271514893, 0.794101893901825, 0.797571063041687, 0.7957187294960022]",1,"[-1, -1, -1, -1, -1]"
681,MEDQA,0.05202783644199371,0.8138523101806641,0.06680506467819214,0.03575817495584488,0.03155647963285446,1,0.6107985973358154,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163630037, 468502519163675667, 468502519163916112, 468502519163701723, 468502519163880465]","[0.7858933210372925, 0.788066029548645, 0.7945183515548706, 0.7865580320358276, 0.7876882553100586]",1,"[-1, -1, -1, -1, -1]"
682,MEDQA,0.017209812998771667,0.0038400280755013227,0.007174117024987936,0.9396238923072815,0.03215216100215912,3,0.6923410892486572,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163209129, 468502519163657018, 468502519163960983, 468502519163666418, 468502519163700074]","[0.7966925501823425, 0.8086596727371216, 0.8021623492240906, 0.8010510802268982, 0.8078924417495728]",1,"[-1, -1, -1, -1, -1]"
683,MEDQA,0.08909305930137634,0.03713951259851456,0.1468896120786667,0.4524518847465515,0.2744259536266327,2,1.320202112197876,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163772630, 468502519163572883, 468502519163982000, 468502519163678427, 468502519163989135]","[0.8036961555480957, 0.8062958121299744, 0.7977595925331116, 0.8062810897827148, 0.8072338104248047]",3,"[468502519163987838, 468502519163679107, 468502519163954774, 468502519163663040, 468502519163921647, 468502519163172069, 468502519162999392, 468502519163298697, 468502519162882889, 468502519163242698, 468502519163125124, 468502519163897467, 468502519163345261, 468502519163640889, 468502519163126579]"
