id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
8a82f9e4-b38f-43f6-9d8d-4ef8a6a4bcbf,"40-year male patient who was a known smoker presents in AIIMS OPD with fever, latigue, jaundice, yellow colored urine with clay colored stools. For the past few days he had developed aversion to cigarette smoking. On examination scleral icterus was present. LFT are:Total Bill18.5Direct Bill7.5SGOT723SGPT812What investigations will you send for ruling out acute viral hepatitis?","HBsAg, IgM antiHBC, AntiHCV AntiHEV","AntiHAV, HBsAg, IgM antiHBc, AntiHCV","HBsAg, IgM antiHBC,AntiHDV AntiHCV AntiHEV","AntiHAV IgMantiHBC, AntiHCV, AntiHEV.",1,single,"Ans: B. AntiHAV, HBsAg, IgM antiHBc, AntiHCVRef: Harrison, I8't' ed., pg. 328, 2549-2552, 2550t, 2551tHB- sAgIgM Anti- HAVIgM Anti- HBcAnti-HCVDiagnostic Interpretation+ + Acute hepatitis B Chronic hepatitis B++ Acute hepatitis A superim? posed on chronic hepatitis B+++ Acute hepatitis A and B--+ Acute hepatitis A--++ Acute hepatitis A and B (HBsAg below detection threshold) + Acute hepatitis B (HBsAg below detection threshold) Acute hepatitis C",Medicine,
dea59f76-e4ae-491a-a2e7-62563ab83040,"A child underwent a tonsillectomy at 6 years of age with no complications. He underwent a preoperative screening for bleeding at the age of 12 years before an elective laparotomy, and was found to have a prolonged partial thromboplastin time, but normal prothrombin time. There was no family history of bleeding. The patient is likely to have acquired Vitamin K deficiency:",Acquired Vitamin K deficiency,Acquired liver disease,Factor XII deficiency,Mild hemophilia A,2,single,,Medicine,
93b48788-a643-45c3-ad41-304738ff6f55,Best indicator of developing cardiovascular disease is,LDL cholesterol level more than 120 mg/dl,History of salt intake of more than 6 gm/day,LDL/HDL ratio,All of the above,2,multi,,Medicine,
04c3b35b-a3b2-41a1-b540-12a59137a97c,A I 6-y ear-old girl presented with abdominal pain after administration of a sulfa drug. She was incoherent and suffered a seizure. Which of the following is the most likely possibility?,Acute intermittent porphyria,Congenital erythropoetic porphyria,Adenosine deaminase deficiency,HGPase deficiency,0,single,"Ans.a Acuteintermittentporphyria (Re/: Harrison 19/ep2521, 18/ep3168-3169)Acute intermittent porphyria is precipitated by barbiturates, alcohol, exposure to heavy metals, sulfa drugs.Acute Intermittent Porphyria:Precipitated by barbiturates, alcohol, exposure to heary metals, sulfa drugsPresent with nonspecific neurovisceral pain: Abdominal pain, psychiatric disorders, seizures, coma and bulbar Paralysis",Medicine,
97bd8c32-3ea6-41e1-856e-b9a91d20e643,Infective endocarditis is most commonly seen in:,ASD,VSD,PDA,Pulmonary stenosis,1,single,"Infective endocarditis typically occurs at sites of pre-existing endocardial damage, but infection with particularly virulent or aggressive organisms such as Staphylococcus aureus can cause endocarditis in a previously normal heart. Staphylococcal endocarditis of the tricuspid valve is a common complication of intravenous drug use. Many acquired and congenital cardiac lesions are vulnerable, particularly areas of endocardial damage caused by a high-pressure jet of blood, such as ventricular septal defect, mitral regurgitation and aortic regurgitation, many of which are haemodynamically insigniﬁcant. In contrast, the risk of endocarditis at the site of haemodynamically important low-pressure lesions, such as a large atrial septal defect, is minimal.
Ref: Davidson 23rd ed page no 527",Medicine,
edcb831f-c060-498e-a756-c2047eb19c15,Which is not seen in neuroimaging of patient of tuberous sclerosis?,White matter lesion,Ependymoma,Subependymal nodules,Giant cell astrocytoma,1,single,,Medicine,
18d5c4a1-cb81-41a8-9bfc-b6f7dec431d2,Diagnosis of the following ECG-,Ventricular bigeminy,Electrical alternans,P pulmonale,Left ventricular failure,1,single,Option A- Broad QRS complex with normal sinus rhythm Digoxine toxicity Option B- P wave with fluctuating QRS complexes is seen. showing ELECTRICAL ALTERANS seen in large pericardial effusion in which hea is swinging. Option C- N Height in P wave: 2.5mm But in P-pulmonale: || by 1.5mm,Medicine,AIIMS 2017
f7da806e-72c7-4e47-9a89-46abf9f8fae6,"Which laboratory test is most useful for patient under
dicumarol therapy?",PT,Platelet count,BT,CT,0,single,,Medicine,
d5d4cd74-e0f0-4e39-bc84-cc7551c627bd,A patient with tubercular meningitis was taking ATT regularly. At end of 1 month of regular intake of drugs deterioration in sensorium is noted in condition of the patient. Which of the following investions is not required on emergency evaluation ?.,MRI,NCCT,CSF examination,Liver function tests,3,single,"Ans. D (Ref Harrison 19/e pi 111, ThIe p3414)When bacterial meningitis is suspected, blood cultures should be immediately obtained and empirical antimicrobial and adjunctive dexamethasone therapy initiated without delay.The diagnosis of bacterial meningitis is made by examination of the CSF. The need to obtain neuroimaging studies (CT or MRI) prior to LP requires clinical judgment.",Medicine,
d0697a02-3e59-40a9-a2e4-8fae8ebf5e9b,A 60 years old male with alcoholic liver disease presented to emergency with a history of hematemesis. Which of the following is false regarding his management',Somatostatin infusion is indicated,Negative nasogastric aspirate does not exclude variceal bleed,Nasogastric tube inseion can provoke variceal bleeding,Upper GI endoscopy is done initially,2,multi,Answer- C. Nasogastric tube inseion can provoke variceal bleedingOctreotide is the preferred pharmacologic agent for initial management of acute variceal bleeding.Management of Acute Variceal Bleeding:Patients should be admitted to an ICU for resuscitation and managementa.Blood resuscitation should be performed to a hemoglobin level of 8 g/dL.Over-replacement of packed red blood cells and the overzealous administration of saline can lead to both rebleeding and increased moality.Administration of FFP and platelets in patients with severe coagulopathy.Shunt therapy (surgical shunts or TIPS) has been shown to control refractory variceal bleeding.Combination of pharmacologic and EVL therapy improve initial control of bleeding and increase the 5-day hemostasis rate.,Medicine,
12f0cd05-7053-437d-8c8d-edc889a21004,"While measuring blood pressure of a cardiac tamponade patient, what advice will you give him:",Hold breath,Breathe normally,I.ong and deep breathing,Sho and shallow breaths,1,multi,"Ans. b. Breath normallyParadoxus requires the patient to breathe normally and does not require any special maneuver.BP is best measured in the seated position with the arm at the level of thehea, using an appropriately sized cuff, after 5-10 minutes of relaxation.In Supine position: The arm should be raised to bring it to level of mid-tight atrium.",Medicine,
a57f4abd-70df-4d6c-92b8-a8174bfa37da,A 50 year old tall thin smoker presents with dyspnoea and palpitations. ECG was done. Diagnosis:,Atrial fibrillation,Multifocal atrial tachycardia,AV nodal re-entrant tachycardia,Monomorphic VT,1,multi,"Question mentions - H/o smoker first thing that comes in mind is COPD & MC arrhythmia atrial fibrillation. We first see lead II on ECG RR approx. 1.5 and more towards left 2.5. HR=300/1.5=200/min Therefore, Patient suffers from tachycardia with variable RR interval. D/D Atrial fibrillation Multifocal atrial tachycardia P wave absent P wave present Variable RR interval Therefore ruled out P wave varying amplitual and answer is MAT. Trick to solve: First check if patient has tachycardia/bradycardia RR interval Narrow QRS suggests supraventricular tachycardia COPD is the reason for multifocal atrial tachycardia due to right ventricular strain causing RV enlargement causing right axis duration. Visible P wave variable amplitude RR interval changing Narrow QRS All point towards diagnosis of multifocal atrial tachycardia. Monomorphic VT is ruled out as it has broad QRS complex. Between MAT & AV nodal reentrant tachycardia the H/o smokers narrows down the diagnosis to MAT.",Medicine,AIIMS 2019
747359d5-2ce7-439e-b229-d04381853421,"On laboratory investigations in a patient. pH = 7.3, pCO2 = 35 mm Hg. What is the likely acid base imbalance?",Respiratory acidosis,Metabolic acidosis,Metabolic alkalosis,Respiratory alkalosis,1,single,"Ans: B. Metabolic acidosis(Ref: Harrison 19/e p317, 18Ie p365)In the question, pH is decreased (acidosis) & pCO, is decreased (Normal= 40-45 mm Hg).A decreased pCO2 will try to increase pH, hence it must be secondary compensating mechanism.So, the primary mechanism causing the acid base imbalance must be a decrease in serum bicarbonate concentration i.e. metabolic acidosis.",Medicine,
8d7403ad-85b7-4f4f-868e-93b7ecf53e72,Marker appearing last in MI,LDH,CPK-MB,Troponin T,Troponin I,0,single,,Medicine,
3e2e85ff-abd6-4b35-bab8-b5fe0b78bdd9,Anthracis causes which pulmonary manifestations-,Atypical pneumonia,Hemorrhagic mediastinitis,Lung abscess,Bronchopulmonary pneumonia,1,single,"Answer- B. Hemorrhagic mediastinitisA low-grade fever and a nonproductive cough. Substernal discomfo early in the illness. Inhalational anthrax progresses rapidly, causing hemorrhagic mediastinitisHigh feverSevere shoness of breathTachypneaCyanosisProfuse diaphoresisHematemesis",Medicine,
ad7de085-c01b-48bf-a1fe-fc7a33dab3d2,A boy is suffering from acute pyelonephritis. The most specific investigation is,Histopathological examination,Leucocyte esterase test,Nitrite test,Bacteria in gram stain,0,single,"The answer is A Acute pyelonephritis is a bacterial infection causing inflammation of the kidneys and is one of the most common diseases of the kidney.Pyelonephritis occurs as a complication of an ascending urinary tract infection (UTI) which spreads from the bladder to the kidneys and their collecting systems.Symptoms usually include fever, flank pain, nausea, vomiting, burning on urination, increased frequency, and urgency. The 2 most common symptoms are usually fever and flank pain. E. coli is the most common bacteria causing acute pyelonephritis due to its unique ability to adhere to and colonize the urinary tract and kidneys.Histopathology will usually reveal necrosis or putrid abscess formation within the renal parenchyma. The renal tissues are infiltrated with neutrophils, macrophages and plasma cells. However, architecture is not completely disorganized.The presence of white blood cells within or upon casts strongly suggests pyelonephritis, direct infection of the kidney. They may also be seen in inflammatory states, such as acute allergic interstitial nephritis, nephrotic syndrome, or post-streptococcal acute glomerulonephritis.",Medicine,
b64a9cd7-d076-4c55-8be1-f9c44fece6cc,A 29 yrs old woman with a pregnancy of 17 week has a 10 years old boy with down syndrome. She does not want another down syndrome kid; best advice to her is,No test is required now as her age is below 35 years,Ultra sound at this point of time will definitely tell her that next baby will be down syndromic or not,Amniotic fluid samples plus chromosomal analysis will definitely tell her that next baby will be down syndromic or not,blood screening at this point of time will clear the exact picture,2,single,,Medicine,
3fd17b81-42d6-41dc-915f-d4b612074dc5,"When broad-spectrum antibiotics are administered with coumarin anticoagulants, the anticoagulant action may be:",Reduced because of enhanced hepatic drug metabolism,Reduced because of increased protein-binding,Increased because of reduction of vitamin 'K' sources,Increased because of decreased renal excretion of the anticoagulant,2,single,,Pharmacology,
ce25cfa6-0524-4cfc-889b-a17312f2642b,Which one of the following is a gender-specific side-effect of valproate?,Polycystic ovarian syndrome,Alopecia,Weight loss,Tremor,0,single,"Ans: A. Polycystic ovarian syndrome Side-effects of Valproic AcidMC side effects are transient GI symptoms (anorexia, nausea & vomiting)Effects on the CNS: Sedation, ataxia & Rash, alopecia Stimulation of appetite & weight gain.Increase the chance of polycystic ovary syndrome (PCOS) in women with epilepsy or bipolar disorders Elevation of hepatic transaminases, microvesicular steatosisAcute pancreatitisHyperammonemiaNeural tube defects",Pharmacology,
acf13a25-349e-4480-bc59-50c9f8e752fd,"A patient taking which of the following drug should not eat cheese, etc:",Tetracycline,Amoxycillin,Doxycycline,Triamterene,0,single,,Pharmacology,
e995894b-0611-4ae2-ae1f-0d35025845ae,Preferred drug for the treatment of uncomplicated grade 2 hypeension in a 48 year old man is,Chlohalidone,Triamterene,Spironolactone,Furosemide,0,single,"Ans. A. Chlohalidone Thiazide diuretics are inexpensive, are generally well tolerated, and are recommended as a first-line therapy in the treatment of hypeension in the elderly population.Thiazide diuretics are as effective as any drug for first-line treatment of hypeension in the elderly population is the Antihypeensive and Lipid-Lowering Treatment to Prevent Hea Attack Trial (ALLHAT) study.Patients who received the diuretic had a lower incidence of CV events (secondary outcomes) compared with the other groups. The diuretic treatment group had lower HF rates compared with the CCB group",Pharmacology,
16cf928c-960f-4c05-9320-2992e01f9211,Which of these anticonvulsants causes contraction of visual field?,Levetiracetam,Phenytoin,Vigabatrin,Ethosuximide,2,single,"Ans: C. VigabatrinVigabatrin:Causes irreversible diffuse atrophy of the retinal nerve fiber layer.Most effect on the outer area (as opposed to the macular, or central area) of the retina, leading to the contraction of the visual field.Retinal toxicity attributed to taurine depletion.",Pharmacology,
27a7c775-991f-4c8d-8ba3-3783c3bf92db,All of the following drugs require dose reduction in renal failure except?,Amphotericin B,Vancomycin,Gentamicin,Doxycycline,3,multi,"Those drugs which are secreted in bile do not require dose reduction in renal disease. Doxycycline is secreted in bile, so it is safe in renal failure Drugs (commonly asked) safe in renal diseases include: Safe (Cef): Cefoperazone, Ceftriaxone In The: Tigecycline R: Rifampicin E: Erythromycin N: Nafcillin A: Ampicillin L: Lincosamides (Clindamycin) Disease: Doxycycline",Pharmacology,AIIMS 2018
a5e849d9-c662-4105-9637-5d870028c593,A Pediatrician was called for attending a new born baby in the labour ward. The serum unconjugated bilirubin of this baby was 33 mg/dL. Which of the following drug taken by mother in late 3rd trimester may have lead to this problem?,Cotrimoxazole,Azithromycin,Ampicillin,Chloroquine,0,multi,"Bilirubin given in question is very high; Bilirubin binds to Albumin in blood, so when any drug displaces bilirubin from albumin, it can lead to increased free bilirubin. Cotrimoxazole is a combination of trimethoprim and sulfamethoxazole (a sulfonamide). Sulfonamides (acidic drugs) can displace bilirubin from albumin resulting in excessive free bilirubin. This can cross blood brain barrier in newborn babies which can cause Kernicterus; hence avoided in pregnancy.",Pharmacology,AIIMS 2018
8b72fc76-d0bf-4cd2-b7dc-05d030560c52,All are Gp lIbilIla inhibitors except:,Prasugrel,Abciximab,Tirofiban,Eptifibatide,0,multi,"Ans: A. Prasugrel(Ref Goodman Gilman 13/e p595, 12/e p870; Katzung 13/e p595, 12Ie p612; KDT 7/e p631)Prasugrel reduce platelet aggregation by inhibiting the ADP pathway of platelets. It irreversibly blocks the ADP receptor on platelets.Targets for platelet inhibitory drugs:Inhibition of prostaglandin synthesis (aspirin).Inhibition of ADP- induced platelet aggregation (clopidogrel, prasugrel, ticlopidine).Blockade of glycoprotein Ilb/IIIa receptors on platelets (abciximab, tirofiban, and eptifibatide). Dipyridamole & cilostazol - Additional antiplatelet drugs.",Pharmacology,
24c43902-b574-4f4a-8bb8-6f5a9d5c4880,Problems associated with nitrous oxide anaesthesia is,Behavioral problem,Sensitizes the heart to adrenaline,Prolonged difficult induction,Tachycardia and or arrhythmias,0,single,,Pharmacology,
c35aba8a-eb2e-44e5-8383-5b92cce06d2c,Which of the following drugs is least efficacious in the treatment of temporal lobe epilepsy?,Phenobarbitone,Phenytoin sodium,Primidone,Carbamazepine,2,single,"Complex partial seizures (CPS, temporal lobe epilepsy, psychomotor): attacks of bizarre and confused behaviour dream-like state and purposeless movements, or even walking, unaware emotional changes lasting 1-2 min along with impairment of consciousness. The patient has no recollection of the attack. An aura often precedes. The seizure focus is located in the temporal lobe.​
Phenobarbitone was the first efficacious anti-epileptic introduced in 1912.​
Primidone A deoxybarbiturate, which is converted by liver to phenobarbitone and phenylethyl malonamide (PEMA). Its antiepileptic activity is mainly due to these active metabolites because t1/2 of primidone (6-14 hr) is less than that of its active metabolites. About 1/3 primidone is excreted unchanged by kidney. Dose to dose primidone is less potent, but antiepileptic efficacy is similar to phenobarbitone. It is seldom used now in GTGC and partial epilepsy, mainly as an adjuvant to phenytoin or carbamazepine.
Adverse effects are similar to phenobarbitone. In addition, anemia, leukopenia, psychotic reaction and lymph node enlargement occur rarely.
Dose: Start with 250 mg OD, then 250-500 mg BD, children 10-20 mg/kg/day.
MYSOLINE 250 mg tab.
Reference: Essentials of Medical Pharmacology Eighth Edition KD TRIPATHI page no 438,443​",Pharmacology,
a570d3c3-865a-41b6-8e21-dccbf7feec4c,"A patient from,nqh-eastern states was diagnosed to have infection with P. falciparum malaria. What is the most appropriate drug for this patient?",Aemether plus lumefantrine,Sulfadoxine plus pyrimethamine,Chloroquine,Mefloquine,0,single,"Ans: A. Aemether plus lumefantrineRef: <a href="" Combination Therapy (ACT) should be given to all the confirmed P. falciparum cases.</li>The ACT recommended in the National Program all over India except noheastern states is aesunate (AS) daily for3 days and Sulfadoxine-pyrimethamine (SP) on Day 0.Noheastern states presently recommended ACT in national drug policy is fixed dose combination of Aemether-lumefaritrine.Hence, the clear-cut answer of this question is Aemether plus lumefantrine.",Pharmacology,
3f50c7e4-d166-4d0e-8a68-d309be739f05,All are true of midazolam over diazepam except,2 to 3 times more potent than diazepam,It has low water solubility and shows minimal risk for thrombophlebitis,Has more affinity for benzodiazepine receptors,Better anxiolysis and amnesia,1,multi,,Pharmacology,
9e56e9b3-c4aa-44a9-ac78-e7aba802f443,Acute Barbiturate poisoning results in:,Renal failure,Liver failure,Respiratory failure,Convulsions,2,single,,Pharmacology,
ccf42c4f-0647-43d9-a5e5-0620d871de97,"A patient of HIV is on treatment with indinavir, zidovudine, lamivudine and ketoconazole. He developed nephrolithiasis, hyperlipidemia, central obesity, hyperglycemia and insulin resistance. Which of the following drug is likely to produce above adverse effects?",Lamivudine,Indinavir,Zidovudine,Ketoconazole,1,multi,"Protease inhibitors (-navirs) can cause lipodystrophy syndrome characterized by weight gain, increased glucose, increased lipids and insulin resistance. Lipodystrophy syndrome can also be caused by anti-psychotic drugs. Special side effects of various protease inhibitors: Indinavir: Renal stones Tipranavir: Intracranial hemorrhage Saquinavir: QT prolongation. Atazanavir: Hyperbilirubinemia.",Pharmacology,AIIMS 2018
2f6be3a1-0736-4ec3-9e42-aa9732e401d6,A patient presented with pain in the right lower quadrant of abdomen. He has history of renal stones in right kidney. He was prescribed an opioid which is agonist at kappa receptors and antagonist at mu receptors. The likely drug given was:,Pentazocine,Buprenorphine,Tramadol,Fentanyl,0,single,"Kappa agonist and mu antagonist are:Pentazocine, nalbuphine, butarphanol.They are responsible for causing dysphoria as a side effect.Buprenorphine is paial mu agonist and kappa antagonist.Tramadol and fentanyl are synthetic opioids.",Pharmacology,AIIMS 2017
8ecb4d6b-8ab1-40d7-af48-fa8fe50bd21f,Centrineuraxial (spinaland epidural) anaesthesia is not contraindicated in,"Platelets <80,000",Patient on aspirin,Patient on oral anticoagulants,Raised intracranial pressure,1,single,,Pharmacology,
d3d896df-5856-43da-9baa-4f4ddaefde74,The drug which gives orange colour to the urine is:,Rifampicin,Ethambutol,INH,Streptomycin,0,single,,Pharmacology,
cb562414-2015-43ec-88f7-78a52605b511,"In the management of anaphylaxis, which action of adrenaline is not observed?",Bronchodilation by beta-receptors,Cardiovascular effects of beta-receptors,Action on blood vessels by alpha-receptors,Action on presynaptic alpha-receptors,3,single,"Ans: D. Action on presynaptic alpha-receptors(Ref: Goodman Gilman 12/e p209, 302, 308)Activation of presynaptic ?2 receptors inhibits the release of NE and other co-transmitters front peripheral sympathetic nerve endings.Activation of ?2 receptors in the pontomedullary region of the CNS inhibits sympathetic nervous system activity and leads to a full in blood pressure.Action on presynaptic alpha-receptors (a2 receptors) is not helpful in management of anaphylactic shock.",Pharmacology,
10050537-157e-47df-8995-ca68cd67467e,Which anti-cholinergic drug doesn't cross the blood brain barrier and placenta?,Glycopyrrolate bromide,Hyoscine bromide,Hyoscine butylbromide,Atropine,0,single,,Pharmacology,
3ece38c1-ecea-4d9e-9287-a771ef5a29a6,I.V. anesthesia is:,Propofol,Sevoflurane,Flumazanil,Naloxane,0,single,,Pharmacology,
e0ea5246-43ba-48c4-a316-7e93709f39ae,"An adult patient with panfacial trauma, treatment should start from",Mandible,Zygomatic arch,NOE & frontal bar,Any but end at lefort 1,3,single,,Surgery,
87da7c54-7d62-4641-a820-0cdd9a4fcbc6,The most characteristic feature of basal cell carcinoma is:,Keratin pearls,Foam cells,Nuclear palisading,Psammoma bodies,2,single,"Ans. c. Nuclear palisadingThe most characteristic feature of basal cell carcinoma is nuclear palisading.The characteristic finding is of ovoid cells in nests with a single 'palisading' layer. lt is only the outer layer of cells that actively divide, explaining why tumor growth rates are slower than their cell cycle speed would suggest, and why incompletely excised lesions are more aggressive.Morphoeic BCCs synthesis. size type 4 collagenase and so spread rapidly.",Surgery,
a629e297-c858-4665-8991-b4c49606bf38,Infected mandibular angle fracture is treated by?,Mini plates,Reconstruction plates,Champy plate at upper border,IMF + ID,3,single,We can never place a foreign object(implant mini plates or reconstruction plates) at infection site.,Surgery,
5eb13f65-9515-424e-ac36-0b92caf71771,"SCC present on lateral margin of tongue of staging T2N0, options of treatment is",SOHND (supraomohyoid neck dissections),Remove Lymph node I-II along with,Remove Lymph node I-V along with,Remove Lymph node I-IV along with,3,multi,,Surgery,
ed111e74-8d76-4f2f-ac59-56e7ddc2be88,Most common presentation of abdominal desmoids tumor is?,Abdominal pain,Abdominal mass,Fever,Urinary retention,1,single,"Desmoid tumors: ""Clinically, the most common areas of origin include the extremity, intraperitoneal, abdominal wall, and chest wall. Affected patients may present with a painful versus asymptomatic firm mass, bowel obstruction, or bowel ischemia."" -Sabiston 20/e p765 ""Patients with a desmoid tumor present with an asymptomatic mass or with symptoms related to mass effect from the tumor."" -Sabiston 20/e p1073",Surgery,AIIMS 2017
eae98f93-8d7a-4920-9c80-298de99d64a8,Which of the following does not cause head and neck squamous cell carcinoma,Alcohol,Betel nut,HPV,EBV,3,single,"Answer- D .EBVThe most impoant risk factors for developing HNSCC are tobacco smoking and alcohol consumption.Consumed in betel quids containing areca nut increases the risk of developing HNSCC.HNSCCs of the oral cavity and oropharynx, are becoming more prevalent, which may be related to an increase in oral and oropharyngeal HPV infection.",Surgery,
078f8c25-6cf7-4811-9d12-0e0f4ad00e83,The most appropriate method to differentiate between a dentigerous cyst and an ameloblastoma is through:,Radiographic examination,Aspiration cytology,Microscopic examination,Clinical features,2,single,,Surgery,
41bd5f29-e1b9-4a88-8933-0561cd5324be,"When Isoflurane is used as a general anesthetic agent, what is the maximum dose of adrenaline that can be given:",3.4 mug/kg,6.7 mug/kg,2.1 mug/kg,10.9 mug/kg,1,single,,Surgery,
d84a0b3e-1f4c-4c23-a0a1-811a66c6bdbd,Treatment of choice in a patient with a staghorn calculus with mild hydronephrosis?,ESWL,PCNL,RIRS,Open surgery,1,single,Answer- B. PCNLPCNL is the best answer as the patient has hydronephrosis and in an obstructed system ESWL is not useful as stone fragments don't get cleared.,Surgery,
3c0e960b-7757-45aa-a7e9-98c238eed3e7,Most common site of zygomatic arch fracture is:,Anterior to Zygomaticotemporal suture,Posterior to Zygomaticotemporal suture,Zygomaticotemporal suture,No specific location,1,single,"The zygomatic bone usually fractures in the region of the  zygomaticofrontal  suture, the  zygomaticotemporal suture and the zygomaticomaxillary suture. It is unusual for the zygomatic bone itself to be fractured, but in extreme violence, the bone may be comminuted or split across. Most common site of zygomatic arch fracture is posterior to Zygomaticotemporal suture.
The isolated zygomatic arch fracture may occur without displacement of the zygomatic bone.
Ref: Oral and maxillofacial surgery , Neelima Anil Malik 4th ed page no 534",Surgery,
dcf755f4-a047-4777-b656-544752fb83d7,Patellar cluck syndrome is interposition of soft tissue at or hyperophied scar:,Superior pole of patella and impinging on femoral component during flexion,Superior pole of patella and impinging on femoral component during extension,Inferior pole of patella and impinging on femoral component during flexion,Inferior pole of patella and impinging on femoral component during extension,1,single,Ans: B. Superior pole of patella and impinging on femoral component during extension Patellar Clunk Syndrome is a painful condition associated with a mechanical catching or clunking during active extension following total knee ahroplasty (TKA).The syndrome is caused by growth of interposing soft tissue usually at the superior pole of the patella.This interposed soft tissue cannot be visualized on plain radiographs.,Surgery,
86c24b0d-be4b-477d-8683-af6094c476d6,Class 3 hemorrhagic shock refers to:,Blood loss less than 15 %,Blood loss between 15 % - 30%,Blood loss between 30% - 40%,Blood loss more than 40%,2,single,Four classes of Haemorrhagic Shock (According to the ATLS course ) Class Parameter I II III IV Blood loss (%) 0-15% 15-30% 30-40% >40% CNS Slightly anxious Mildly anxious Anxious or confused Confused or lethargic Pulse (Beats/min) < 100 >100 >120 >140 Blood pressure Normal Normal Decreased Decreased Pulse pressure Normal Decreased Decreased Decreased Respiratory rate 14-20/min 20-30 / min 30-40/min > 35/ min Urine (mL/hr) >30 20-30 5-15 Negligible Fluid Crystalloid Crystalloid Crystalloid + Blood Crystalloid + blood Base deficit 0 to -2 mEq/L -2 to -6 mEq/L -6 to -10mEq/L -10mEq/L or less,Surgery,AIIMS 2018
fa7ee43b-5ca6-4b65-a72d-9bafd53b25df,"In extraction, best time to administer analgesics is:",Before anaesthesia wears off,Prior to extraction,When pain is moderate to severe,After anaesthesia wears off,0,single,,Surgery,
395a115c-ac63-49db-8cca-eaef6396794a,A 20-year-old male presents with hard painless testicular swellingon investigation AFP is 3080. No paraaoic or iliac nodes as well as no mediastinal lymph nodes found. usG shows uniform echotexture and small areas of necrosis surrounding structures are normal.What is the next best steP:,FNAC,Trucut bioPsY,High inguinal orchidectomy,PET-CT,2,multi,"Ans. C. High inguinal orchidectomyRe.f: Sabiston textbook of surgery,2AI' ed., ch-72, pg. 2102-2104Initial treatment of suspected testicular tumour is radical inguinal orchiectomy, which involves removal of the testicle and sperrnatic cord at the level of the inguinal ring.Because of the characteristic and well-described lymph drainage of the testicle there is no role or trans-scrotal biopsy or orchiectomy.",Surgery,
e96f4302-770c-4b98-a01a-cae2bd1dfea0,Which combination forms day care anesthesia,"Fentanyl, propofol, Isoflurane","Pethidine, Propofol, Isoflurane","Thiopental pethidime, Halothane","Thiopentane, isoflurane fantanyt",0,single,,Surgery,
0adb3713-fdcf-4c09-96c3-a0d2423f9684,An intubated patient with eye opening to pain with abnormal flexion. What is the GCS score?,E2VNTM3,E2VTM3,E2V1M3,E2VTM4,0,single,"Revised Glasgow Coma Scale 2014 Revised GCS (2014) Eye Opening Verbal Response Best Motor Response(M) Spontaneous 4 Oriented 5 Obeying commands 6 To speech 3 Confused 4 Localizing 5 To pressure 2 Words 3 Normal flexion(withdraw) 4 None 1 Sounds 2 Abnormal flexion 3 None 1 Extension 2 None 1 GCS specifically recommends avoiding sternal rubs as it causes bruising & responses can be difficult to interpret. They also do not recommend routine use of retromandibular pressure. Revised GCS (2014) changes are highlighted in the above table Best predictor of outcome: Motor response Repoing of non-testable score Aspects: In case of a non-testable aspect, the new GCS should be marked as NT, for ""Not teste stable"" For intubated patients or patients with tracheostomy, VNT is used it is no longer recommend to assign 1 point to non-testable elements, therefore a combined score should not be used.",Surgery,AIIMS 2018
99ebfb54-f46f-4053-8ef1-3c931d657bdb,Biopsy specimens removed for examinations are immediately placed in:,10% ethanol,10% formalin,Hydrogen peroxide,1% formalin,1,single,,Surgery,
d4a07671-8036-4d23-9aed-b13b7e8b99b5,"A 11 year old boy with grossly carious right maxillary lateral incisor, LA is given, complains of burning sensation in right eye, swelling in right eyelid, best statement to explain this condition.",Middle meningeal artery has tortuous course,LA reaches the eyelid via infraorbital foramen,"Reaction is due to preservative in the L.A., it will subside in some time",Pain will subside in few minutes,2,multi,,Surgery,
986ca051-80d8-4e46-9351-574892825c07,All the following can lead to damage of the axillary nerve except:,Fracture of surgical neck of humerus,Intramuscular injection,Improper use of crutches,Shoulder dislocation,2,multi,Ans: C. Improper use of crutches(Ref Apley's* 9/c p282)Improper use of crutches causes radial nerve palsy mostly rather than axillaty nerve injury.Radial Nerve Injury:Very high lesions may be caused by trauma or operations around the shoulder.Due to chronic compression in the axilla.Seen in drink & drug addicts who fall into a stupor with the arm dangling over the back of a chair - Saturday night palsy.In thin elderly patients using crutches - Crutch palsy.Weakness of wrist & hand.Paralysed triceps.Absent triceps reflex.,Surgery,
27e5fe55-e6b8-49eb-b141-78c1e4fd1e14,After spleenectomy patient becomes more prone to,Gram +ve & anaerobic,Gram -ve & anaerobic,Nonencapsulated,Encapsulated organisms,3,multi,,Surgery,
eacfff8d-51f4-440b-b560-43c3a7240da5,Early fusion of the coronal suture results in,Brachycephaly,Oxycephaly,Trigonocephaly,Scaphocephaly,0,single,,Anatomy,
93c4a1a4-7b8b-4d71-b246-3125604bc899,Which of the following muscles causes the forward movement of the condyle in the glenoid fossa?,Masseter,Temporalis,Medial pterygoid,Lateral pterygoid,3,single,"The lateral pterygoid muscle has 2 heads, one arising from the outer part of the lateral pterygoid plate and other from the base of sphenoid bone. The two heads come together and are inserted into the neck of the condyle. The main function of this muscle is to draw both the head of the condyle and the disc forward during opening movement. Lateral pterygoid muscles cause the forward movement of the condyle into the glenoid fossa.",Anatomy,
